,Unnamed: 0,--fill-angle,--fill-density,--fill-pattern,--infill-every-layers,--layer-height,--perimeters,--solid-infill-speed,--solid-layers,--temperature,avoid_crossing_perimeters ,bed_shape ,bed_temperature ,before_layer_gcode ,bottom_solid_layers ,bridge_acceleration ,bridge_fan_speed ,bridge_flow_ratio ,bridge_speed ,brim_width ,complete_objects ,cooling ,default_acceleration ,disable_fan_first_layers ,dont_support_bridges ,duplicate_distance ,end_gcode ,external perimeters extrusion width ,external_fill_pattern ,external_perimeter_extrusion_width ,external_perimeter_speed ,external_perimeters_first ,extra_perimeters ,extruder_clearance_height ,extruder_clearance_radius ,extruder_offset ,extrusion_axis ,extrusion_multiplier ,extrusion_width ,fan_always_on ,fan_below_layer_time ,filament used ,filament_colour ,filament_diameter ,filenumber,fill_angle ,fill_density ,fill_pattern ,first_layer_acceleration ,first_layer_bed_temperature ,first_layer_extrusion_width ,first_layer_height ,first_layer_speed ,first_layer_temperature ,gap_fill_speed ,gcode_arcs ,gcode_comments ,gcode_flavor ,infill extrusion width ,infill_acceleration ,infill_every_layers ,infill_extruder ,infill_extrusion_width ,infill_first ,infill_only_where_needed ,infill_overlap ,infill_speed ,interface_shells ,layer_gcode ,layer_height ,max_fan_speed ,max_print_speed ,max_volumetric_speed ,min_fan_speed ,min_print_speed ,min_skirt_length ,notes ,nozzle_diameter ,only_retract_when_crossing_perimeters ,ooze_prevention ,output_filename_format ,overhangs ,perimeter_acceleration ,perimeter_extruder ,perimeter_extrusion_width ,perimeter_speed ,perimeters ,perimeters extrusion width ,post_process ,pressure_advance ,raft_layers ,resolution ,retract_before_travel ,retract_layer_change ,retract_length ,retract_length_toolchange ,retract_lift ,retract_restart_extra ,retract_restart_extra_toolchange ,retract_speed ,seam_position ,skirt_distance ,skirt_height ,skirts ,slowdown_below_layer_time ,small_perimeter_speed ,solid infill extrusion width ,solid_infill_below_area ,solid_infill_every_layers ,solid_infill_extruder ,solid_infill_extrusion_width ,solid_infill_speed ,spiral_vase ,standby_temperature_delta ,start_gcode ,support_material ,support_material_angle ,support_material_contact_distance ,support_material_enforce_layers ,support_material_extruder ,support_material_extrusion_width ,support_material_interface_extruder ,support_material_interface_layers ,support_material_interface_spacing ,support_material_interface_speed ,support_material_pattern ,support_material_spacing ,support_material_speed ,support_material_threshold ,temperature ,thin_walls ,threads ,toolchange_gcode ,top infill extrusion width ,top_infill_extrusion_width ,top_solid_infill_speed ,top_solid_layers ,travel_speed ,use_firmware_retraction ,use_relative_e_distances ,use_volumetric_e ,vibration_limit ,wipe ,xy_size_compensation ,z_offset ,tensile_strength_predicted,filament_used_mm,filament_used_cm3,infill extrusion width (mm)
0,0,30.0,10.0,rectilinear,1.0,0.02,0.0,40.0,1.0,200.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 3876.0mm (27.4cm3), #FFFFFF,3,0.0,30, 10%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,1,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 0_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,12.5,3876.0,27.4,9.82
673,673,30.0,10.0,rectilinear,10.0,0.2,0.0,120.0,1.0,250.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 5112.5mm (36.1cm3), #FFFFFF,3,673.0,30, 10%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 673_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,10.4,5112.5,36.1,1.02
674,674,30.0,10.0,honeycomb,10.0,0.2,0.0,40.0,1.0,250.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 5418.7mm (38.3cm3), #FFFFFF,3,674.0,30, 10%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 674_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,10.4,5418.7,38.3,1.02
675,675,30.0,10.0,honeycomb,10.0,0.2,0.0,120.0,1.0,250.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 5418.7mm (38.3cm3), #FFFFFF,3,675.0,30, 10%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 675_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,10.4,5418.7,38.3,1.02
676,676,60.0,10.0,rectilinear,10.0,0.2,0.0,40.0,1.0,250.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 5099.5mm (36.0cm3), #FFFFFF,3,676.0,60, 10%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 676_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,10.4,5099.5,36.0,1.02
677,677,60.0,10.0,rectilinear,10.0,0.2,0.0,120.0,1.0,250.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 5099.5mm (36.0cm3), #FFFFFF,3,677.0,60, 10%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 677_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,10.4,5099.5,36.0,1.02
678,678,60.0,10.0,honeycomb,10.0,0.2,0.0,40.0,1.0,250.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 5437.9mm (38.4cm3), #FFFFFF,3,678.0,60, 10%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 678_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,10.4,5437.9,38.4,1.02
679,679,60.0,10.0,honeycomb,10.0,0.2,0.0,120.0,1.0,250.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 5437.9mm (38.4cm3), #FFFFFF,3,679.0,60, 10%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 679_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,10.4,5437.9,38.4,1.02
680,680,30.0,90.0,rectilinear,10.0,0.2,0.0,40.0,1.0,250.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 13525.8mm (95.6cm3), #FFFFFF,3,680.0,30, 90%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 680_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,11.8,13525.8,95.6,1.02
681,681,30.0,90.0,rectilinear,10.0,0.2,0.0,120.0,1.0,250.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 13525.8mm (95.6cm3), #FFFFFF,3,681.0,30, 90%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 681_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,11.8,13525.8,95.6,1.02
682,682,30.0,90.0,honeycomb,10.0,0.2,0.0,40.0,1.0,250.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 13696.0mm (96.8cm3), #FFFFFF,3,682.0,30, 90%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 682_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,11.8,13696.0,96.8,1.02
683,683,30.0,90.0,honeycomb,10.0,0.2,0.0,120.0,1.0,250.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 13696.0mm (96.8cm3), #FFFFFF,3,683.0,30, 90%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 683_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,11.8,13696.0,96.8,1.02
684,684,60.0,90.0,rectilinear,10.0,0.2,0.0,40.0,1.0,250.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 13528.2mm (95.6cm3), #FFFFFF,3,684.0,60, 90%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 684_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,11.8,13528.2,95.6,1.02
685,685,60.0,90.0,rectilinear,10.0,0.2,0.0,120.0,1.0,250.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 13528.2mm (95.6cm3), #FFFFFF,3,685.0,60, 90%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 685_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,11.8,13528.2,95.6,1.02
686,686,60.0,90.0,honeycomb,10.0,0.2,0.0,40.0,1.0,250.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 13690.5mm (96.8cm3), #FFFFFF,3,686.0,60, 90%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 686_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,11.8,13690.5,96.8,1.02
687,687,60.0,90.0,honeycomb,10.0,0.2,0.0,120.0,1.0,250.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 13690.5mm (96.8cm3), #FFFFFF,3,687.0,60, 90%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 687_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,11.8,13690.5,96.8,1.02
688,688,30.0,10.0,rectilinear,10.0,0.2,0.0,40.0,5.0,250.0,0," 0x0,200x0,200x200,0x200",0,,5,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 5756.5mm (40.7cm3), #FFFFFF,3,688.0,30, 10%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 688_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,5,130,0,0,0,0,0,0,0,18.9,5756.5,40.7,1.02
689,689,30.0,10.0,rectilinear,10.0,0.2,0.0,120.0,5.0,250.0,0," 0x0,200x0,200x200,0x200",0,,5,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 5756.5mm (40.7cm3), #FFFFFF,3,689.0,30, 10%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 689_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,5,130,0,0,0,0,0,0,0,18.9,5756.5,40.7,1.02
690,690,30.0,10.0,honeycomb,10.0,0.2,0.0,40.0,5.0,250.0,0," 0x0,200x0,200x200,0x200",0,,5,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 6053.6mm (42.8cm3), #FFFFFF,3,690.0,30, 10%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 690_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,5,130,0,0,0,0,0,0,0,18.9,6053.6,42.8,1.02
691,691,30.0,10.0,honeycomb,10.0,0.2,0.0,120.0,5.0,250.0,0," 0x0,200x0,200x200,0x200",0,,5,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 6053.6mm (42.8cm3), #FFFFFF,3,691.0,30, 10%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 1.02mm,0,10,1,0,0,0, 15%,80,0,,0.2,100,80,0,35,10,0,,0.5,1,0, 691_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,250,1,2,, 0.85mm,0,15,5,130,0,0,0,0,0,0,0,18.9,6053.6,42.8,1.02
